"No.","Time","Source","Src port","Destination","Dst port","Protocol","Length","Host Name","Info"
"658","9.395817","172.217.28.110","443","192.168.1.41","54547","QUIC","69","","Protected Payload (KP0)"
"659","9.396351","192.168.1.41","54547","172.217.28.110","443","QUIC","77","","Protected Payload (KP0), DCID=e9df976726c2c7c9"
"660","9.396487","192.168.1.41","54547","172.217.28.110","443","QUIC","75","","Protected Payload (KP0), DCID=e9df976726c2c7c9"
"661","9.446912","172.217.28.110","443","192.168.1.41","54547","QUIC","684","","Protected Payload (KP0)"
"662","9.447490","192.168.1.41","54547","172.217.28.110","443","QUIC","77","","Protected Payload (KP0), DCID=e9df976726c2c7c9"
"663","9.465352","172.217.28.110","443","192.168.1.41","54547","QUIC","69","","Protected Payload (KP0)"
"664","9.770857","52.112.39.38","443","192.168.1.41","60625","TCP","54","","443  >  60625 [FIN, ACK] Seq=1 Ack=1 Win=274 Len=0"
"665","9.770969","192.168.1.41","60625","52.112.39.38","443","TCP","54","","60625  >  443 [ACK] Seq=1 Ack=2 Win=253 Len=0"
"666","9.771401","192.168.1.41","60625","52.112.39.38","443","TCP","54","","60625  >  443 [FIN, ACK] Seq=1 Ack=2 Win=253 Len=0"
"667","9.773313","52.112.39.38","443","192.168.1.41","60625","TCP","54","","443  >  60625 [ACK] Seq=2 Ack=2 Win=274 Len=0"
"668","9.929899","fe80::103c:1ae1:8556:446f","","ff02::16","","ICMPv6","90","","Multicast Listener Report Message v2"
"669","9.941580","192.168.1.43","","224.0.0.22","","IGMPv3","54","","Membership Report / Leave group 224.0.0.252"
"670","9.941580","fe80::103c:1ae1:8556:446f","","ff02::16","","ICMPv6","90","","Multicast Listener Report Message v2"
"671","9.941580","192.168.1.43","","224.0.0.22","","IGMPv3","54","","Membership Report / Join group 224.0.0.252 for any sources"
"672","9.941580","Routerboardc_5e:b9:50","","Broadcast","","ARP","42","","Who has 192.168.1.250? Tell 192.168.1.1"
"673","10.044744","fe80::103c:1ae1:8556:446f","5353","ff02::fb","5353","MDNS","91","","Standard query 0x0000 ANY Eddie.local, ""QM"" question"
"674","10.045622","192.168.1.43","5353","224.0.0.251","5353","MDNS","71","","Standard query 0x0000 ANY Eddie.local, ""QM"" question"
"675","10.046847","fe80::103c:1ae1:8556:446f","5353","ff02::fb","5353","MDNS","91","","Standard query 0x0000 ANY Eddie.local, ""QM"" question"
"676","10.048066","fe80::103c:1ae1:8556:446f","58841","ff02::1:3","5355","LLMNR","85","","Standard query 0xa76f ANY Eddie"
"677","10.053474","192.168.1.43","58841","224.0.0.252","5355","LLMNR","65","","Standard query 0xa76f ANY Eddie"
"678","10.055655","Routerboardc_5e:b9:50","","Broadcast","","ARP","42","","Who has 192.168.1.44? Tell 192.168.1.1"
"679","10.056741","192.168.1.43","5353","224.0.0.251","5353","MDNS","71","","Standard query 0x0000 ANY Eddie.local, ""QM"" question"
"680","10.059377","fe80::103c:1ae1:8556:446f","5353","ff02::fb","5353","MDNS","91","","Standard query 0x0000 ANY Eddie.local, ""QM"" question"
"681","10.133571","192.168.1.43","59799","239.255.255.250","1900","SSDP","179","","M-SEARCH * HTTP/1.1 "
"682","10.137479","192.168.1.43","","224.0.0.22","","IGMPv3","54","","Membership Report / Join group 224.0.0.252 for any sources"
"683","10.137823","fe80::103c:1ae1:8556:446f","","ff02::16","","ICMPv6","90","","Multicast Listener Report Message v2"
"684","10.140226","192.168.1.43","","224.0.0.22","","IGMPv3","54","","Membership Report / Leave group 224.0.0.253"
"685","10.440208","fe80::103c:1ae1:8556:446f","58841","ff02::1:3","5355","LLMNR","85","","Standard query 0xa76f ANY Eddie"
"686","10.441447","192.168.1.43","58841","224.0.0.252","5355","LLMNR","65","","Standard query 0xa76f ANY Eddie"
"687","10.648382","192.168.1.43","","224.0.0.22","","IGMPv3","54","","Membership Report / Leave group 224.0.0.253"
"688","10.851670","Routerboardc_5e:b9:50","","Spanning-tree-(for-bridges)_00","","0x2f00","61","","Ethernet II"
"689","10.971988","192.168.1.41","64178","142.250.78.68","443","QUIC","1292","","Initial, DCID=d5fb2d83cf8bb3e6, PKN: 1, PADDING, CRYPTO, CRYPTO, PING, PING, PADDING"
"690","10.972424","192.168.1.41","64178","142.250.78.68","443","QUIC","124","","0-RTT, DCID=d5fb2d83cf8bb3e6"
"691","10.972805","192.168.1.41","64178","142.250.78.68","443","QUIC","1288","","0-RTT, DCID=d5fb2d83cf8bb3e6"
"692","10.972863","192.168.1.41","64178","142.250.78.68","443","QUIC","1292","","0-RTT, DCID=d5fb2d83cf8bb3e6"
"693","10.972983","192.168.1.41","64178","142.250.78.68","443","QUIC","510","","0-RTT, DCID=d5fb2d83cf8bb3e6"
"694","10.973035","192.168.1.41","64178","142.250.78.68","443","QUIC","114","","0-RTT, DCID=d5fb2d83cf8bb3e6"
"695","11.055464","Routerboardc_5e:b9:50","","Broadcast","","ARP","42","","Who has 192.168.1.250? Tell 192.168.1.1"
"696","11.057831","fe80::103c:1ae1:8556:446f","","ff02::16","","ICMPv6","90","","Multicast Listener Report Message v2"
"697","11.059759","192.168.1.43","","224.0.0.22","","IGMPv3","54","","Membership Report / Leave group 224.0.0.252"
"698","11.064272","fe80::103c:1ae1:8556:446f","","ff02::16","","ICMPv6","90","","Multicast Listener Report Message v2"
"699","11.066643","192.168.1.43","","224.0.0.22","","IGMPv3","54","","Membership Report / Join group 224.0.0.252 for any sources"
"700","11.067730","192.168.1.43","5353","224.0.0.251","5353","MDNS","71","","Standard query 0x0000 ANY Eddie.local, ""QM"" question"
"701","11.069182","fe80::103c:1ae1:8556:446f","5353","ff02::fb","5353","MDNS","91","","Standard query 0x0000 ANY Eddie.local, ""QM"" question"
"702","11.073195","fe80::103c:1ae1:8556:446f","5353","ff02::fb","5353","MDNS","129","","Standard query response 0x0000 AAAA fe80::103c:1ae1:8556:446f A 192.168.1.43"
"703","11.079701","192.168.1.43","5353","224.0.0.251","5353","MDNS","71","","Standard query 0x0000 ANY Eddie.local, ""QM"" question"
"704","11.081006","fe80::103c:1ae1:8556:446f","5353","ff02::fb","5353","MDNS","91","","Standard query 0x0000 ANY Eddie.local, ""QM"" question"
"705","11.081006","142.250.78.68","443","192.168.1.41","64178","QUIC","1292","","Initial, SCID=f5fb2d83cf8bb3e6, PKN: 1, ACK, PADDING"
"706","11.109021","142.250.78.68","443","192.168.1.41","64178","QUIC","1292","","Handshake, SCID=f5fb2d83cf8bb3e6"
"707","11.109021","142.250.78.68","443","192.168.1.41","64178","QUIC","847","","Protected Payload (KP0)"
"708","11.109987","192.168.1.41","64178","142.250.78.68","443","QUIC","121","","Handshake, DCID=f5fb2d83cf8bb3e6"
"709","11.110791","192.168.1.41","64178","142.250.78.68","443","QUIC","73","","Protected Payload (KP0), DCID=f5fb2d83cf8bb3e6"
"710","11.112179","142.250.78.68","443","192.168.1.41","64178","QUIC","201","","Protected Payload (KP0)"
"711","11.112179","142.250.78.68","443","192.168.1.41","64178","QUIC","66","","Protected Payload (KP0)"
"712","11.137721","192.168.1.41","64178","142.250.78.68","443","QUIC","74","","Protected Payload (KP0), DCID=f5fb2d83cf8bb3e6"
"713","11.152437","192.168.1.41","63459","8.8.8.8","443","UDP","248","","63459  >  443 Len=206"
"714","11.152772","192.168.1.41","63459","8.8.8.8","443","UDP","248","","63459  >  443 Len=206"
"715","11.160630","192.168.1.43","5353","224.0.0.251","5353","MDNS","71","","Standard query 0x0000 ANY Eddie.local, ""QM"" question"
"716","11.161397","192.168.1.43","55690","224.0.0.252","5355","LLMNR","65","","Standard query 0xd6c8 ANY Eddie"
"717","11.163364","fe80::103c:1ae1:8556:446f","5353","ff02::fb","5353","MDNS","91","","Standard query 0x0000 ANY Eddie.local, ""QM"" question"
"718","11.164271","fe80::103c:1ae1:8556:446f","5353","ff02::fb","5353","MDNS","129","","Standard query response 0x0000 AAAA fe80::103c:1ae1:8556:446f A 192.168.1.43"
"719","11.171551","fe80::103c:1ae1:8556:446f","5353","ff02::fb","5353","MDNS","129","","Standard query response 0x0000 AAAA fe80::103c:1ae1:8556:446f A 192.168.1.43"
"720","11.172474","192.168.1.43","5353","224.0.0.251","5353","MDNS","109","","Standard query response 0x0000 AAAA fe80::103c:1ae1:8556:446f A 192.168.1.43"
"721","11.173771","192.168.1.43","5353","224.0.0.251","5353","MDNS","109","","Standard query response 0x0000 AAAA fe80::103c:1ae1:8556:446f A 192.168.1.43"
"722","11.175090","192.168.1.43","5353","224.0.0.251","5353","MDNS","109","","Standard query response 0x0000 AAAA fe80::103c:1ae1:8556:446f A 192.168.1.43"
"723","11.175950","Routerboardc_5e:b9:50","","Broadcast","","ARP","42","","Who has 192.168.1.44? Tell 192.168.1.1"
"724","11.179431","192.168.1.43","","224.0.0.22","","IGMPv3","54","","Membership Report / Join group 224.0.0.252 for any sources"
"725","11.182268","fe80::103c:1ae1:8556:446f","","ff02::16","","ICMPv6","90","","Multicast Listener Report Message v2"
"726","11.185917","142.250.78.68","443","192.168.1.41","64178","QUIC","162","","Protected Payload (KP0)"
"727","11.185917","142.250.78.68","443","192.168.1.41","64178","QUIC","64","","Protected Payload (KP0)"
"728","11.185917","8.8.8.8","443","192.168.1.41","63459","UDP","71","","443  >  63459 Len=29"
"729","11.186865","192.168.1.41","64178","142.250.78.68","443","QUIC","73","","Protected Payload (KP0), DCID=f5fb2d83cf8bb3e6"
"730","11.216646","192.168.1.41","63459","8.8.8.8","443","UDP","75","","63459  >  443 Len=33"
"731","11.236254","8.8.8.8","443","192.168.1.41","63459","UDP","604","","443  >  63459 Len=562"
"732","11.236681","192.168.1.41","63459","8.8.8.8","443","UDP","78","","63459  >  443 Len=36"
"733","11.240555","8.8.8.8","443","192.168.1.41","63459","UDP","65","","443  >  63459 Len=23"
"734","11.241460","8.8.8.8","443","192.168.1.41","63459","UDP","573","","443  >  63459 Len=531"
"735","11.241460","8.8.8.8","443","192.168.1.41","63459","UDP","65","","443  >  63459 Len=23"
"736","11.242154","192.168.1.41","63459","8.8.8.8","443","UDP","78","","63459  >  443 Len=36"
"737","11.243560","192.168.1.41","54668","142.251.132.142","443","QUIC","1292","","Initial, DCID=3f970077d27b7fc6, PKN: 1, CRYPTO, PADDING, CRYPTO, PADDING"
"738","11.246127","192.168.1.41","54668","142.251.132.142","443","QUIC","121","","0-RTT, DCID=3f970077d27b7fc6"
"739","11.246463","192.168.1.41","54668","142.251.132.142","443","QUIC","656","","0-RTT, DCID=3f970077d27b7fc6"
"740","11.246596","192.168.1.41","54668","142.251.132.142","443","QUIC","184","","0-RTT, DCID=3f970077d27b7fc6"
"741","11.246718","192.168.1.41","54668","142.251.132.142","443","QUIC","182","","0-RTT, DCID=3f970077d27b7fc6"
"742","11.246828","192.168.1.41","54668","142.251.132.142","443","QUIC","183","","0-RTT, DCID=3f970077d27b7fc6"
"743","11.246941","192.168.1.41","54668","142.251.132.142","443","QUIC","184","","0-RTT, DCID=3f970077d27b7fc6"
"744","11.247055","192.168.1.41","54668","142.251.132.142","443","QUIC","182","","0-RTT, DCID=3f970077d27b7fc6"
"745","11.271014","192.168.1.41","63459","8.8.8.8","443","UDP","75","","63459  >  443 Len=33"
"746","11.275346","142.250.78.68","443","192.168.1.41","64178","QUIC","1288","","Protected Payload (KP0)"
"747","11.275346","142.250.78.68","443","192.168.1.41","64178","QUIC","1292","","Protected Payload (KP0)"
"748","11.275718","142.250.78.68","443","192.168.1.41","64178","QUIC","1292","","Protected Payload (KP0)"
"749","11.275718","142.250.78.68","443","192.168.1.41","64178","QUIC","615","","Protected Payload (KP0)"
"750","11.275718","142.250.78.68","443","192.168.1.41","64178","QUIC","67","","Protected Payload (KP0)"
"751","11.275718","142.250.78.68","443","192.168.1.41","64178","QUIC","217","","Protected Payload (KP0)"
"752","11.275718","8.8.8.8","443","192.168.1.41","63459","UDP","66","","443  >  63459 Len=24"
"753","11.276093","192.168.1.41","64178","142.250.78.68","443","QUIC","77","","Protected Payload (KP0), DCID=f5fb2d83cf8bb3e6"
"754","11.276372","192.168.1.41","64178","142.250.78.68","443","QUIC","73","","Protected Payload (KP0), DCID=f5fb2d83cf8bb3e6"
"755","11.276467","192.168.1.41","64178","142.250.78.68","443","QUIC","73","","Protected Payload (KP0), DCID=f5fb2d83cf8bb3e6"
"756","11.303320","192.168.1.41","64178","142.250.78.68","443","QUIC","74","","Protected Payload (KP0), DCID=f5fb2d83cf8bb3e6"
"757","11.344511","142.250.78.68","443","192.168.1.41","64178","QUIC","67","","Protected Payload (KP0)"
"758","11.345203","192.168.1.41","54668","142.251.132.142","443","QUIC","1292","","Initial, DCID=3f970077d27b7fc6, PKN: 10, PING, PADDING, PING, PADDING, PING, PING, PADDING, PING, CRYPTO, PADDING, PING, CRYPTO, PADDING, CRYPTO, PING, PING, PADDING"
"759","11.445802","192.168.1.41","53035","142.250.218.138","443","UDP","71","","53035  >  443 Len=29"
"760","11.507210","142.251.132.142","443","192.168.1.41","54668","QUIC","1292","","Initial, SCID=ff970077d27b7fc6, PKN: 1, ACK, PADDING"
"761","11.530135","192.168.1.41","54668","142.251.132.142","443","QUIC","1292","","Initial, DCID=ff970077d27b7fc6, PKN: 12, PADDING, PING, PADDING"
"762","11.535876","142.250.218.138","443","192.168.1.41","53035","UDP","69","","443  >  53035 Len=27"
"763","11.551753","142.251.132.142","443","192.168.1.41","54668","QUIC","1292","","Handshake, SCID=ff970077d27b7fc6"
"764","11.551753","142.251.132.142","443","192.168.1.41","54668","QUIC","857","","Protected Payload (KP0)"
"765","11.552086","142.251.132.142","443","192.168.1.41","54668","QUIC","215","","Protected Payload (KP0)"
"766","11.552086","142.251.132.142","443","192.168.1.41","54668","QUIC","66","","Protected Payload (KP0)"
"767","11.552534","192.168.1.41","54668","142.251.132.142","443","QUIC","120","","Handshake, DCID=ff970077d27b7fc6"
"768","11.552709","192.168.1.41","54668","142.251.132.142","443","QUIC","73","","Protected Payload (KP0), DCID=ff970077d27b7fc6"
"769","11.554334","142.251.132.142","443","192.168.1.41","54668","QUIC","69","","Protected Payload (KP0)"
"770","11.554918","192.168.1.41","54668","142.251.132.142","443","QUIC","73","","Protected Payload (KP0), DCID=ff970077d27b7fc6"
"771","11.557576","142.251.132.142","443","192.168.1.41","54668","QUIC","1292","","Protected Payload (KP0)"
"772","11.557576","142.251.132.142","443","192.168.1.41","54668","QUIC","760","","Protected Payload (KP0)"
"773","11.558165","192.168.1.41","54668","142.251.132.142","443","QUIC","77","","Protected Payload (KP0), DCID=ff970077d27b7fc6"
"774","11.558320","192.168.1.41","54668","142.251.132.142","443","QUIC","77","","Protected Payload (KP0), DCID=ff970077d27b7fc6"
"775","11.568077","192.168.1.40","","224.0.0.22","","IGMPv3","54","","Membership Report / Leave group 224.0.0.251"
"776","11.601594","142.251.132.142","443","192.168.1.41","54668","QUIC","1292","","Handshake, SCID=ff970077d27b7fc6"
"777","11.602057","192.168.1.41","54668","142.251.132.142","443","QUIC","159","","Protected Payload (KP0), DCID=ff970077d27b7fc6"
"778","11.616552","142.251.132.142","443","192.168.1.41","54668","QUIC","1261","","Protected Payload (KP0)"
"779","11.617389","192.168.1.41","54668","142.251.132.142","443","QUIC","79","","Protected Payload (KP0), DCID=ff970077d27b7fc6"
"780","11.617871","142.251.132.142","443","192.168.1.41","54668","QUIC","65","","Protected Payload (KP0)"
"781","11.618375","192.168.1.41","54668","142.251.132.142","443","QUIC","75","","Protected Payload (KP0), DCID=ff970077d27b7fc6"
"782","11.619247","142.251.132.142","443","192.168.1.41","54668","QUIC","1199","","Protected Payload (KP0)"
"783","11.620001","192.168.1.41","54668","142.251.132.142","443","QUIC","79","","Protected Payload (KP0), DCID=ff970077d27b7fc6"
"784","11.620424","142.251.132.142","443","192.168.1.41","54668","QUIC","65","","Protected Payload (KP0)"
"785","11.622437","142.251.132.142","443","192.168.1.41","54668","QUIC","162","","Protected Payload (KP0)"
"786","11.623569","142.251.132.142","443","192.168.1.41","54668","QUIC","1190","","Protected Payload (KP0)"
"787","11.623644","192.168.1.41","54668","142.251.132.142","443","QUIC","76","","Protected Payload (KP0), DCID=ff970077d27b7fc6"
"788","11.623997","192.168.1.41","54668","142.251.132.142","443","QUIC","79","","Protected Payload (KP0), DCID=ff970077d27b7fc6"
"789","11.626936","142.251.132.142","443","192.168.1.41","54668","QUIC","67","","Protected Payload (KP0)"
"790","11.626936","142.251.132.142","443","192.168.1.41","54668","QUIC","67","","Protected Payload (KP0)"
"791","11.632345","142.251.132.142","443","192.168.1.41","54668","QUIC","1288","","Protected Payload (KP0)"
"792","11.632345","142.251.132.142","443","192.168.1.41","54668","QUIC","92","","Protected Payload (KP0)"
"793","11.633423","192.168.1.41","54668","142.251.132.142","443","QUIC","79","","Protected Payload (KP0), DCID=ff970077d27b7fc6"
"794","11.665546","192.168.1.41","54668","142.251.132.142","443","QUIC","76","","Protected Payload (KP0), DCID=ff970077d27b7fc6"
"795","11.670619","192.168.1.43","59799","239.255.255.250","1900","SSDP","179","","M-SEARCH * HTTP/1.1 "
"796","11.671860","192.168.1.40","","224.0.0.22","","IGMPv3","54","","Membership Report / Leave group 224.0.0.251"
"797","11.671860","142.251.132.142","443","192.168.1.41","54668","QUIC","69","","Protected Payload (KP0)"
"798","11.689118","142.251.132.142","443","192.168.1.41","54668","QUIC","69","","Protected Payload (KP0)"
"799","11.691452","142.251.132.142","443","192.168.1.41","54668","QUIC","69","","Protected Payload (KP0)"
"800","11.702300","142.251.132.142","443","192.168.1.41","54668","QUIC","67","","Protected Payload (KP0)"
"801","11.819017","192.168.1.41","64178","142.250.78.68","443","QUIC","1002","","Protected Payload (KP0), DCID=f5fb2d83cf8bb3e6"
"802","11.916934","142.250.78.68","443","192.168.1.41","64178","QUIC","72","","Protected Payload (KP0)"
"803","11.951908","192.168.1.41","64178","142.250.78.68","443","QUIC","74","","Protected Payload (KP0), DCID=f5fb2d83cf8bb3e6"
"804","11.962681","142.250.78.68","443","192.168.1.41","64178","QUIC","379","","Protected Payload (KP0)"
"805","11.962681","142.250.78.68","443","192.168.1.41","64178","QUIC","63","","Protected Payload (KP0)"
"806","11.963395","192.168.1.41","64178","142.250.78.68","443","QUIC","77","","Protected Payload (KP0), DCID=f5fb2d83cf8bb3e6"
"807","11.992255","192.168.1.41","64178","142.250.78.68","443","QUIC","74","","Protected Payload (KP0), DCID=f5fb2d83cf8bb3e6"
"808","12.060080","142.250.78.68","443","192.168.1.41","64178","QUIC","66","","Protected Payload (KP0)"
"809","12.079112","Routerboardc_5e:b9:50","","Broadcast","","ARP","42","","Who has 192.168.1.250? Tell 192.168.1.1"
"810","12.181324","Routerboardc_5e:b9:50","","Broadcast","","ARP","42","","Who has 192.168.1.44? Tell 192.168.1.1"
"811","12.797936","Routerboardc_5e:b9:50","","Spanning-tree-(for-bridges)_00","","0x2f00","61","","Ethernet II"
"812","13.105385","192.168.1.43","59799","239.255.255.250","1900","SSDP","179","","M-SEARCH * HTTP/1.1 "
"813","13.212131","Routerboardc_5e:b9:50","","Broadcast","","ARP","42","","Who has 192.168.1.44? Tell 192.168.1.1"
"814","13.827647","ChongqingFug_df:b9:7d","","Broadcast","","ARP","42","","Who has 169.254.169.254? Tell 192.168.1.41"
"815","14.388789","ChongqingFug_df:b9:7d","","Broadcast","","ARP","42","","Who has 169.254.169.254? Tell 192.168.1.41"
"816","14.399673","Routerboardc_5e:b9:50","","ChongqingFug_df:b9:7d","","ARP","42","","Who has 192.168.1.41? Tell 192.168.1.1"
"817","14.399704","ChongqingFug_df:b9:7d","","Routerboardc_5e:b9:50","","ARP","42","","192.168.1.41 is at b4:b5:b6:df:b9:7d"
"818","15.358334","192.168.1.43","59799","239.255.255.250","1900","SSDP","179","","M-SEARCH * HTTP/1.1 "
"819","15.358334","Routerboardc_5e:b9:50","","Spanning-tree-(for-bridges)_00","","0x2f00","61","","Ethernet II"
"820","15.358645","192.168.1.42","","224.0.0.22","","IGMPv3","54","","Membership Report / Join group 224.0.0.251 for any sources"
"821","15.358645","192.168.1.42","5353","224.0.0.251","5353","MDNS","103","","Standard query 0x0001 PTR _233637DE._sub._googlecast._tcp.local, ""QU"" question PTR _googlecast._tcp.local, ""QU"" question"
"822","15.358645","192.168.1.42","","224.0.0.22","","IGMPv3","54","","Membership Report / Join group 224.0.0.251 for any sources"
"823","15.358645","Routerboardc_5e:b9:50","","Broadcast","","ARP","42","","Who has 192.168.1.44? Tell 192.168.1.1"
"824","15.374482","ChongqingFug_df:b9:7d","","Broadcast","","ARP","42","","Who has 169.254.169.254? Tell 192.168.1.41"
"825","15.829535","192.168.1.41","60612","52.226.139.185","443","TLSv1.2","96","","Application Data"
"826","15.834863","52.226.139.185","443","192.168.1.41","60612","TCP","54","","443  >  60612 [ACK] Seq=1 Ack=43 Win=162 Len=0"
"827","16.791003","192.168.1.42","5353","224.0.0.251","5353","MDNS","103","","Standard query 0x0002 PTR _233637DE._sub._googlecast._tcp.local, ""QM"" question PTR _googlecast._tcp.local, ""QM"" question"
"828","16.791003","52.226.139.185","443","192.168.1.41","60612","TLSv1.2","227","","Application Data"
"829","16.791390","192.168.1.43","59799","239.255.255.250","1900","SSDP","179","","M-SEARCH * HTTP/1.1 "
"830","16.791390","52.112.86.250","443","192.168.1.41","60626","TLSv1.2","100","","Application Data"
"831","16.791390","52.112.86.250","443","192.168.1.41","60626","TCP","54","","443  >  60626 [FIN, ACK] Seq=47 Ack=1 Win=206 Len=0"
"832","16.791390","Routerboardc_5e:b9:50","","Broadcast","","ARP","42","","Who has 192.168.1.44? Tell 192.168.1.1"
"833","16.791390","Routerboardc_5e:b9:50","","Spanning-tree-(for-bridges)_00","","0x2f00","61","","Ethernet II"
"834","16.791508","192.168.1.41","60626","52.112.86.250","443","TCP","54","","60626  >  443 [ACK] Seq=1 Ack=48 Win=252 Len=0"
"835","16.791860","192.168.1.41","60626","52.112.86.250","443","TCP","54","","60626  >  443 [FIN, ACK] Seq=1 Ack=48 Win=252 Len=0"
"836","16.805465","52.112.86.250","443","192.168.1.41","60626","TCP","54","","443  >  60626 [ACK] Seq=48 Ack=2 Win=206 Len=0"
"837","16.838586","192.168.1.41","60612","52.226.139.185","443","TCP","54","","60612  >  443 [ACK] Seq=43 Ack=174 Win=252 Len=0"
"838","17.431140","Routerboardc_5e:b9:50","","Broadcast","","ARP","42","","Who has 192.168.1.44? Tell 192.168.1.1"
"839","17.940350","192.168.1.41","53035","142.250.218.138","443","UDP","71","","53035  >  443 Len=29"
"840","17.944826","192.168.1.43","59799","239.255.255.250","1900","SSDP","179","","M-SEARCH * HTTP/1.1 "
"841","18.577786","192.168.1.41","53035","142.250.218.138","443","UDP","71","","53035  >  443 Len=29"
"842","18.582927","142.250.218.138","443","192.168.1.41","53035","UDP","69","","443  >  53035 Len=27"
"843","18.582927","Routerboardc_5e:b9:50","","Broadcast","","ARP","42","","Who has 192.168.1.44? Tell 192.168.1.1"
"844","19.353978","192.168.1.41","53035","142.250.218.138","443","UDP","71","","53035  >  443 Len=29"
"845","19.358188","142.250.218.138","443","192.168.1.41","53035","UDP","70","","443  >  53035 Len=28"
"846","19.358188","Routerboardc_5e:b9:50","","Spanning-tree-(for-bridges)_00","","0x2f00","61","","Ethernet II"
"847","19.358418","192.168.1.43","59799","239.255.255.250","1900","SSDP","179","","M-SEARCH * HTTP/1.1 "
"848","19.452759","192.168.1.41","60628","20.127.250.238","443","TCP","55","","60628  >  443 [ACK] Seq=1 Ack=1 Win=251 Len=1 [TCP segment of a reassembled PDU]"
"849","19.453997","Routerboardc_5e:b9:50","","Broadcast","","ARP","42","","Who has 192.168.1.44? Tell 192.168.1.1"
"850","19.454960","142.250.218.138","443","192.168.1.41","53035","UDP","72","","443  >  53035 Len=30"
"851","19.454960","20.127.250.238","443","192.168.1.41","60628","TCP","66","","443  >  60628 [ACK] Seq=1 Ack=2 Win=206 Len=0 SLE=1 SRE=2"
"852","20.229529","192.168.1.41","60627","173.194.215.188","5228","TCP","55","","60627  >  5228 [ACK] Seq=1 Ack=1 Win=259 Len=1"
"853","20.233913","Routerboardc_5e:b9:50","","Broadcast","","ARP","42","","Who has 192.168.1.250? Tell 192.168.1.1"
"854","20.868190","192.168.1.41","49665","142.251.132.99","443","QUIC","1292","","Initial, DCID=2d767e87dc9e055d, PKN: 1, PADDING, PING, PADDING, CRYPTO, PING, CRYPTO, PING, PING, PADDING, PING, PING, PING, PADDING"
"855","20.868498","192.168.1.41","49665","142.251.132.99","443","QUIC","122","","0-RTT, DCID=2d767e87dc9e055d"
"856","20.868884","192.168.1.41","49665","142.251.132.99","443","QUIC","616","","0-RTT, DCID=2d767e87dc9e055d"
"857","20.869062","192.168.1.41","49665","142.251.132.99","443","QUIC","148","","0-RTT, DCID=2d767e87dc9e055d"
"858","20.869197","192.168.1.41","49665","142.251.132.99","443","QUIC","147","","0-RTT, DCID=2d767e87dc9e055d"
"859","20.872506","173.194.215.188","5228","192.168.1.41","60627","TCP","66","","5228  >  60627 [ACK] Seq=1 Ack=2 Win=253 Len=0 SLE=1 SRE=2"
"860","20.872506","Routerboardc_5e:b9:50","","Broadcast","","ARP","42","","Who has 192.168.1.44? Tell 192.168.1.1"
"861","20.872712","Routerboardc_5e:b9:50","","Spanning-tree-(for-bridges)_00","","0x2f00","61","","Ethernet II"
"862","20.875157","142.250.218.138","443","192.168.1.41","53035","UDP","119","","443  >  53035 Len=77"
"863","20.896381","192.168.1.41","53035","142.250.218.138","443","UDP","75","","53035  >  443 Len=33"
"864","21.092363","192.168.1.41","53035","142.250.218.138","443","UDP","71","","53035  >  443 Len=29"
"865","21.093492","Routerboardc_5e:b9:50","","Broadcast","","ARP","42","","Who has 192.168.1.250? Tell 192.168.1.1"
"866","21.093492","142.251.132.99","443","192.168.1.41","49665","QUIC","1292","","Initial, SCID=ed767e87dc9e055d, PKN: 1, ACK, PADDING"
"867","21.093629","142.251.132.99","443","192.168.1.41","49665","QUIC","1292","","Handshake, SCID=ed767e87dc9e055d"
"868","21.093629","142.251.132.99","443","192.168.1.41","49665","QUIC","843","","Protected Payload (KP0)"
"869","21.093629","142.251.132.99","443","192.168.1.41","49665","QUIC","207","","Protected Payload (KP0)"
"870","21.093629","142.251.132.99","443","192.168.1.41","49665","QUIC","66","","Protected Payload (KP0)"
"871","21.093629","142.251.132.99","443","192.168.1.41","49665","QUIC","66","","Protected Payload (KP0)"
"872","21.093629","20.189.173.3","443","192.168.1.41","60642","TCP","54","","443  >  60642 [FIN, ACK] Seq=1 Ack=1 Win=259 Len=0"
"873","21.093763","192.168.1.41","60642","20.189.173.3","443","TCP","54","","60642  >  443 [ACK] Seq=1 Ack=2 Win=1021 Len=0"
"874","21.094275","192.168.1.41","49665","142.251.132.99","443","QUIC","120","","Handshake, DCID=ed767e87dc9e055d"
"875","21.094378","192.168.1.41","49665","142.251.132.99","443","QUIC","73","","Protected Payload (KP0), DCID=ed767e87dc9e055d"
"876","21.094530","192.168.1.41","49665","142.251.132.99","443","QUIC","73","","Protected Payload (KP0), DCID=ed767e87dc9e055d"
"877","21.096708","142.251.132.99","443","192.168.1.41","49665","QUIC","537","","Protected Payload (KP0)"
"878","21.096708","142.251.132.99","443","192.168.1.41","49665","QUIC","64","","Protected Payload (KP0)"
"879","21.096708","142.251.132.99","443","192.168.1.41","49665","QUIC","128","","Protected Payload (KP0)"
"880","21.096708","142.251.132.99","443","192.168.1.41","49665","QUIC","64","","Protected Payload (KP0)"
"881","21.096708","142.251.132.99","443","192.168.1.41","49665","QUIC","128","","Protected Payload (KP0)"
"882","21.096708","142.251.132.99","443","192.168.1.41","49665","QUIC","64","","Protected Payload (KP0)"
"883","21.097408","192.168.1.41","49665","142.251.132.99","443","QUIC","77","","Protected Payload (KP0), DCID=ed767e87dc9e055d"
